"Created-At";"From-User";"Text";"Retweet-Count";"Id"
12/23/20 1:15 PM;"Polsek Terentang Kubu Raya";"Himbauan Kapolres Kubu Raya AKBP Yani Permana, S.I.K., M.H. Untuk Semua Warga Masyarakat Kubu Raya Dalam Rangka Mencegah Penyebaran Virus Corona (Covid 19) Khususnya Menjelang Natal Dan Malam Tahun Baru 2021. https://t.co/7OGIl9vtrN";0;"1341628444753326083"
12/23/20 1:15 PM;"Galeh Jati";"#GoyangHAMfixIncerNIKEL Sikap Jerman menjadi sebuah paradoks. Padahal, covid-19 telah merugikan masyarakat dan negara, tidak hanya di Indonesia tetapi juga global. https://t.co/2VYYEjjvSt";0;"1341628434712154112"
12/23/20 1:15 PM;"????????";"HAHAHAHAHAHAAHAAAHAHAHAHAH 

aku baca quote, dia cakap kenapa illuminati tak letak chip dalam beras. aku cem haah eh. benda boleh buat lama dah asal tak buat? blood transfusion ke selit nanochip. kenapa nak tunggu vaccine covid 19? mcm obvious sangat HAHAH conspiracists are dumb https://t.co/YRILVECHHT";1;"1341628402646695937"
12/23/20 1:15 PM;"BHINNEKATUNGGALIKA";"RT @seruanhl: Pemerintah melakukan pembatasan kegiatan di luar rumah selama periode libur hari raya natal dan tahun baru, demi mencegah pen…";12;"1341628395801563136"
12/23/20 1:15 PM;"Christina Putri";"Kita harus lebih disiplin dalam menjalankan protokol kesehatan dan menjaga imunitas mengingat lonjakan jumlah pasien Covid-19 dan keterbatasan ruang isolasi di Papua. Mari hindari kerumunan dalam perayaan Natal dan Tahun Baru.
#FPIPatutDibasmi https://t.co/fV3R6SRgbc";0;"1341628366022090761"
12/23/20 1:15 PM;"Jawa Pos";"Distribuksi 4.052 Bansos Isolasi Mandiri https://t.co/81SQ4pRYmj";0;"1341628360443629573"
12/23/20 1:14 PM;"Kimya Qee";"ni penangan covid la ni";0;"1341628333142941696"
12/23/20 1:14 PM;"humaspolsekparang";"Apel Kesiapan Ops Yustisi Penegakan Protokol Kesehatan Polsek, Koramil Dan Asn Kec Parang Guna Pencegahan Covid - 19 Di Pimpin Wakapolsek Parang Iptu Joko Priyono. Bertempat Di Halaman Apel Polsek Parang https://t.co/YlhqcOidjN";0;"1341628328503984128"
12/23/20 1:14 PM;"NYANDWI Charles";"RT @RwandaYouthVol1: « Nibyo koko nk’urubyiruko twarateshutse , ariko igihe ni iki cyo kongera tukagaruka. »
Ubu ni ubutumwa bwa @EricBayis…";8;"1341628318320345088"
12/23/20 1:14 PM;"Katadata.co.id";"Kemenkes akan memprioritaskan program vaksinasi virus corona dalam mengatasi pandemi.'Sangat penting didahulukan realisasinya karena dengan vaksinasi secepat mungkin, maka kita bisa peroleh herd immunity,' kata Wamenkes Dante Saksono Harbuwono.

https://t.co/YPD3uoeHZh";2;"1341628315304652801"
12/23/20 1:14 PM;"?????????????? ?";"Mengular antri Tes Covid Antigen di Stasiun Tugu Yogyakarta... https://t.co/min8D2ruK3";0;"1341628294676897794"
12/23/20 1:14 PM;"Medi Hartanto";"@Ch_Chotlmah LhooO Yooo...' Reaktif ' Covid ???...

Lenyapkan Kovid Dan FPI
#FPIPatutDibasmi";0;"1341628266495451140"
12/23/20 1:14 PM;"-";"ingat kan surat apa lah yang sampai rupanya tokwan’s death certificate. tiba sebak baca sebab kematian ‘severe covid 19 stage 5 with multiorgan failure’ ? I miss you already ?";0;"1341628264540823553"
12/23/20 1:14 PM;"POLSEK KARTASURA";"Aipda D. Aprillianto Bhabinkamtibmas Ds. Ngabeyan bersama Babinsa melaksanakan pengamanan dalam rangka pemakaman warga sesuai standar  penanganan Covid-19 di makam desa Dk. Tegalan. (23/12/2020) https://t.co/f3dJ3H0Kns";0;"1341628254780751873"
12/23/20 1:14 PM;"Neutralista";"@501Awani Nak salahkan kerajaan PN ke salah ekonomi perlahan sebab covid?";0;"1341628251030994948"
12/23/20 1:14 PM;"Kicau Aceh";"Update Peta Zonasi Risiko Covid-19 di Aceh: 7 Zona Kuning, 16 Zona Oranye https://t.co/yu0bDTQjkA https://t.co/IMQGsVjCrQ";0;"1341628238414499840"
12/23/20 1:14 PM;"Habil Razali";"Update Peta Zonasi Risiko Covid-19 di Aceh: 7 Zona Kuning, 16 Zona Oranye https://t.co/phwpgrQWlj via @acehkita https://t.co/A6nVOKYx8W";0;"1341628238179680259"
